o:id,o:resource_class,schema:sameAs,jdc:valeurUtilite,jdc:hasRencontre,dcterms:title,foaf:firstName,foaf:lastName,foaf:givenName,foaf:homepage,schema:relatedLink
62667,foaf:Person,,,,Diego Juffe-Bignoli,Diego,Juffe-Bignoli,Diego Juffe-Bignoli,,
61431,foaf:Person,,,,Romain Julliard,Romain,Julliard,Romain Julliard,,
61565,foaf:Person,,,,François Jullien,François,Jullien,François Jullien,,
61133,foaf:Person,,70,,Carl Gustav Jung,Carl Gustav,Jung,Carl Gustav Jung,,
61656,foaf:Person,,,,Ernst Jünger,Ernst,Jünger,Ernst Jünger,,
61358,foaf:Person,,,,Narendra Jussien,Narendra,Jussien,Narendra Jussien,,
61089,foaf:Person,,,,Francis Jutand,Francis,Jutand,Francis Jutand,,
62637,foaf:Person,,,,Lauren Kamili,Lauren,Kamili,Lauren Kamili,,
62298,foaf:Person,,,,Takeo Kanade,Takeo,Kanade,Takeo Kanade,,
61826,foaf:Person,,,,Sean Kandel,Sean,Kandel,Sean Kandel,,
62736,foaf:Person,,50,,Wassily Kandinsky,Wassily,Kandinsky,Wassily Kandinsky,,
62063,foaf:Person,,,,Frédéric Kaplan,Frédéric,Kaplan,Frédéric Kaplan,,
62344,foaf:Person,,,,Paweł Kapłański,Paweł,Kapłański,Paweł Kapłański,,
61668,foaf:Person,,,,Zoi Kapoula,Zoi,Kapoula,Zoi Kapoula,,
62452,foaf:Person,,,,Aous Karoui,Aous,Karoui,Aous Karoui,,
62296,foaf:Person,,,,Jean-Paul Kasprzyk,Jean-Paul,Kasprzyk,Jean-Paul Kasprzyk,,
62149,foaf:Person,,,,Agnieszka Kedzierska-Manzon,Agnieszka,Kedzierska-Manzon,Agnieszka Kedzierska-Manzon,,
61469,foaf:Person,,,,Daniel A. Keim,Daniel A.,Keim,Daniel A. Keim,,
62364,foaf:Person,,,,Johannes Keizer,Johannes,Keizer,Johannes Keizer,,
61463,foaf:Person,,,,Tanja Keller,Tanja,Keller,Tanja Keller,,
61939,foaf:Person,,10,60,Gérald Kembellec,Gérald,Kembellec,Gérald Kembellec,,
61321,foaf:Person,,,,Jacques Kerneis,Jacques,Kerneis,Jacques Kerneis,,
62688,foaf:Person,,,,Marianne Kettunen,Marianne,Kettunen,Marianne Kettunen,,
299930,foaf:Person,,,,Armen Khatchatourov,Armen,Khatchatourov,Armen Khatchatourov,,
299912,foaf:Person,,,,Alex B. Kiefer,Alex B.,Kiefer,Alex B. Kiefer,,
299970,foaf:Person,,,,Suzanne Kieffer,Suzanne,Kieffer,Suzanne Kieffer,,
61244,foaf:Person,,,,H. N. Kim,H. N.,Kim,H. N. Kim,,
62661,foaf:Person,,,,N. Kingston,N.,Kingston,N. Kingston,,
61101,foaf:Person,,,,M. Kitsak,M.,Kitsak,M. Kitsak,,
62299,foaf:Person,,,,Josef Kittler,Josef,Kittler,Josef Kittler,,
61078,foaf:Person,,,,Robert Klanten,Robert,Klanten,Robert Klanten,,
299918,foaf:Person,,,,Brennan Klein,Brennan,Klein,Brennan Klein,,
62300,foaf:Person,,,,Jon M. Kleinberg,Jon M.,Kleinberg,Jon M. Kleinberg,,
61881,foaf:Person,,40,,Jean-Marie Klinkenberg,Jean-Marie,Klinkenberg,Jean-Marie Klinkenberg,,
62105,foaf:Person,,,,Carita Klippi,Carita,Klippi,Carita Klippi,,
62100,foaf:Person,,,,Isabelle Klock-Fontanille,Isabelle,Klock-Fontanille,Isabelle Klock-Fontanille,,
61673,foaf:Person,,,,Eric Klopfer,Eric,Klopfer,Eric Klopfer,,
62707,foaf:Person,,,,Eduardo Kohn,Eduardo,Kohn,Eduardo Kohn,,
541233,foaf:Person,,10,10,Markos Konstadakis,Markos,Konstadakis,Markos Konstadakis,,
62605,foaf:Person,,,,Roselyne Koren,Roselyne,Koren,Roselyne Koren,,
61914,foaf:Person,,,,D. Kosovic,D.,Kosovic,D. Kosovic,,
299922,foaf:Person,,,,Magnus Koudahl,Magnus,Koudahl,Magnus Koudahl,,
61839,foaf:Person,,,,Susan Kovacs,Susan,Kovacs,Susan Kovacs,,
61690,foaf:Person,,,,Alexandre Koyré,Alexandre,Koyré,Alexandre Koyré,,
61542,foaf:Person,,,,Claudia Kozak,Claudia,Kozak,Claudia Kozak,,
61901,foaf:Person,,,,Andreas Kratky,Andreas,Kratky,Andreas Kratky,,
61127,foaf:Person,,,,Krishnamurti,,Krishnamurti,Krishnamurti,,
61651,foaf:Person,,,,Markus Kroetzsch,Markus,Kroetzsch,Markus Kroetzsch,,
62404,foaf:Person,,,,Markus Krötzsch,Markus,Krötzsch,Markus Krötzsch,,
61539,foaf:Person,,,,Mithilesh Kumar,Mithilesh,Kumar,Mithilesh Kumar,,
61537,foaf:Person,,,,Gyu Hyun Kwon,Gyu Hyun,Kwon,Gyu Hyun Kwon,,
62770,foaf:Person,,,,Editions L'Harmattan/SFSIC,Editions,L'Harmattan/SFSIC,Editions L'Harmattan/SFSIC,,
62362,foaf:Person,,,,Christine Laaboudi,Christine,Laaboudi,Christine Laaboudi,,
62460,foaf:Person,,,,S. Labelle,S.,Labelle,S. Labelle,,
62755,foaf:Person,,,,Julio Laborde,Julio,Laborde,Julio Laborde,,
62012,foaf:Person,,30,40,Arnaud Laborderie,Arnaud,Laborderie,Arnaud Laborderie,,
61733,foaf:Person,,,,Eric Labouze,Eric,Labouze,Eric Labouze,,
61374,foaf:Person,,,,Mara. Lacché,Mara.,Lacché,Mara. Lacché,,
61237,foaf:Person,,,,Jean Lacoste,Jean,Lacoste,Jean Lacoste,,
61627,foaf:Person,,,,Philippe Lacoue-Labarthe,Philippe,Lacoue-Labarthe,Philippe Lacoue-Labarthe,,
61343,foaf:Person,,,,Sophie Lacour,Sophie,Lacour,Sophie Lacour,,
61957,foaf:Person,,,,Mathieu Lafourcade,Mathieu,Lafourcade,Mathieu Lafourcade,,
61034,foaf:Person,,,,Michel Lagarde,Michel,Lagarde,Michel Lagarde,,
62622,foaf:Person,,,,José Lages,José,Lages,José Lages,,
61541,foaf:Person,,30,70,María Inés Laitano,María Inés,Laitano,María Inés Laitano,,
62318,foaf:Person,,20,30,Steffen Lalande,Steffen,Lalande,Steffen Lalande,,
61174,foaf:Person,,,,Jean-Baptiste Lalanne,Jean-Baptiste,Lalanne,Jean-Baptiste Lalanne,,
61802,foaf:Person,,,,Philippe Lambert,Philippe,Lambert,Philippe Lambert,,
61741,foaf:Person,,,,François Lambotte,François,Lambotte,François Lambotte,,
62709,foaf:Person,,10,10,Myriam Lamolle,Myriam,Lamolle,Myriam Lamolle,,
62678,foaf:Person,,,,Penny F. Langhammer,Penny F.,Langhammer,Penny F. Langhammer,,
62271,foaf:Person,,,,Pierre-Carl Langlais,Pierre-Carl,Langlais,Pierre-Carl Langlais,,
62597,foaf:Person,,,,Bénédicte Langlois,Bénédicte,Langlois,Bénédicte Langlois,,
62226,foaf:Person,,,,Patrice Langlois,Patrice,Langlois,Patrice Langlois,,
61409,foaf:Person,,,,David Laniado,David,Laniado,David Laniado,,
62227,foaf:Person,,,,Vincent Laperrière,Vincent,Laperrière,Vincent Laperrière,,
